topic,payload,recv_ts
$SYS/broker/publish/bytes/received,1102227585,1747634691126
$SYS/broker/publish/bytes/sent,355811097,1747634691126
$SYS/broker/uptime,225621 seconds,1747634702150
$SYS/broker/load/messages/received/1min,191301.12,1747634702150
$SYS/broker/load/messages/sent/1min,149634.71,1747634702150
$SYS/broker/load/publish/dropped/1min,32828.74,1747634702150
$SYS/broker/load/publish/received/1min,191286.85,1747634702151
$SYS/broker/load/publish/sent/1min,149615.50,1747634702151
$SYS/broker/load/bytes/received/1min,7615570.89,1747634702151
$SYS/broker/load/bytes/sent/1min,5956593.50,1747634702151
$SYS/broker/load/sockets/1min,3.84,1747634702151
$SYS/broker/load/connections/1min,3.84,1747634702151
$SYS/broker/load/messages/received/5min,356303.39,1747634702151
$SYS/broker/load/messages/sent/5min,243279.65,1747634702151
$SYS/broker/load/publish/dropped/5min,53401.92,1747634702151
$SYS/broker/load/publish/received/5min,356276.16,1747634702151
$SYS/broker/load/publish/sent/5min,243247.64,1747634702151
$SYS/broker/load/bytes/received/5min,14116158.82,1747634702151
$SYS/broker/load/bytes/sent/5min,9601152.64,1747634702151
$SYS/broker/load/sockets/5min,5.42,1747634702152
$SYS/broker/load/connections/5min,5.42,1747634702152
$SYS/broker/load/messages/received/15min,286608.21,1747634702152
$SYS/broker/load/messages/sent/15min,156495.67,1747634702152
$SYS/broker/load/publish/dropped/15min,51231.32,1747634702152
$SYS/broker/load/publish/received/15min,286582.81,1747634702152
$SYS/broker/load/publish/sent/15min,156465.36,1747634702152
$SYS/broker/load/bytes/received/15min,11377789.43,1747634702152
$SYS/broker/load/bytes/sent/15min,6166766.14,1747634702152
$SYS/broker/load/sockets/15min,4.57,1747634702152
$SYS/broker/load/connections/15min,4.57,1747634702152
$SYS/broker/messages/stored,46,1747634702152
$SYS/broker/store/messages/count,46,1747634702152
$SYS/broker/store/messages/bytes,347,1747634702152
$SYS/broker/retained messages/count,46,1747634702152
$SYS/broker/messages/sent,17271003,1747634702152
$SYS/broker/publish/messages/sent,17257925,1747634702153
$SYS/broker/bytes/sent,684283416,1747634702153
$SYS/broker/publish/bytes/sent,355811372,1747634702153
$SYS/broker/uptime,225632 seconds,1747634713076
