topic,payload,recv_ts
counter/1/0/0/0,311997:1747635527123:,1747635551067
counter/1/0/0/0,311998:1747635527123:,1747635551067
counter/1/0/0/0,311999:1747635527123:,1747635551067
counter/1/0/0/0,312000:1747635527123:,1747635551067
counter/1/0/0/0,312001:1747635527123:,1747635551067
counter/1/0/0/0,312002:1747635527123:,1747635551067
counter/1/0/0/0,312003:1747635527123:,1747635551067
counter/1/0/0/0,312004:1747635527123:,1747635551067
counter/1/0/0/0,312005:1747635527123:,1747635551067
counter/1/0/0/0,312006:1747635527123:,1747635551068
counter/1/0/0/0,312007:1747635527123:,1747635551068
counter/1/0/0/0,312008:1747635527123:,1747635551068
counter/1/0/0/0,312009:1747635527123:,1747635551068
counter/1/0/0/0,312010:1747635527123:,1747635551068
counter/1/0/0/0,312011:1747635527123:,1747635551068
counter/1/0/0/0,312012:1747635527123:,1747635551068
counter/1/0/0/0,312013:1747635527123:,1747635551068
counter/1/0/0/0,312014:1747635527123:,1747635551068
counter/1/0/0/0,312015:1747635527123:,1747635551068
counter/1/0/0/0,312016:1747635527123:,1747635551068
counter/1/0/0/0,312017:1747635527123:,1747635551068
counter/1/0/0/0,312018:1747635527123:,1747635551068
counter/1/0/0/0,312019:1747635527123:,1747635551068
counter/1/0/0/0,312020:1747635527123:,1747635551068
counter/1/0/0/0,312021:1747635527123:,1747635551068
counter/1/0/0/0,312022:1747635527123:,1747635551068
counter/1/0/0/0,312023:1747635527123:,1747635551068
counter/1/0/0/0,312024:1747635527123:,1747635551068
counter/1/0/0/0,312025:1747635527123:,1747635551069
counter/1/0/0/0,312026:1747635527123:,1747635551069
counter/1/0/0/0,312027:1747635527123:,1747635551069
counter/1/0/0/0,312028:1747635527123:,1747635551069
counter/1/0/0/0,312029:1747635527123:,1747635551069
counter/1/0/0/0,312030:1747635527123:,1747635551069
counter/1/0/0/0,312031:1747635527123:,1747635551069
counter/1/0/0/0,312032:1747635527123:,1747635551069
counter/1/0/0/0,312033:1747635527123:,1747635551069
counter/1/0/0/0,312034:1747635527123:,1747635551069
counter/1/0/0/0,312035:1747635527123:,1747635551069
counter/1/0/0/0,312036:1747635527123:,1747635551069
counter/1/0/0/0,312037:1747635527123:,1747635551069
counter/1/0/0/0,312038:1747635527123:,1747635551069
counter/1/0/0/0,312039:1747635527123:,1747635551069
counter/1/0/0/0,312040:1747635527123:,1747635551069
counter/1/0/0/0,312041:1747635527123:,1747635551069
counter/1/0/0/0,312042:1747635527123:,1747635551069
counter/1/0/0/0,312043:1747635527123:,1747635551069
counter/1/0/0/0,312044:1747635527123:,1747635551069
counter/1/0/0/0,312045:1747635527123:,1747635551069
counter/1/0/0/0,312046:1747635527123:,1747635551070
counter/1/0/0/0,312047:1747635527123:,1747635551070
counter/1/0/0/0,312048:1747635527123:,1747635551070
counter/1/0/0/0,312049:1747635527123:,1747635551070
counter/1/0/0/0,312050:1747635527124:,1747635551070
counter/1/0/0/0,312051:1747635527124:,1747635551070
counter/1/0/0/0,312052:1747635527124:,1747635551070
counter/1/0/0/0,312053:1747635527124:,1747635551070
counter/1/0/0/0,312054:1747635527124:,1747635551070
counter/1/0/0/0,312055:1747635527124:,1747635551070
counter/1/0/0/0,312056:1747635527124:,1747635551070
counter/1/0/0/0,312057:1747635527124:,1747635551070
counter/1/0/0/0,312058:1747635527124:,1747635551070
counter/1/0/0/0,312059:1747635527124:,1747635551070
counter/1/0/0/0,312060:1747635527124:,1747635551070
