topic,payload,recv_ts
$SYS/broker/bytes/sent,684295610,1747634779150
$SYS/broker/uptime,225709 seconds,1747634790120
$SYS/broker/clients/total,14,1747634790121
$SYS/broker/clients/active,2,1747634790121
$SYS/broker/clients/connected,2,1747634790121
$SYS/broker/load/messages/received/1min,44151.12,1747634790121
$SYS/broker/load/messages/sent/1min,34629.49,1747634790121
$SYS/broker/load/publish/dropped/1min,7573.37,1747634790121
$SYS/broker/load/publish/received/1min,44137.30,1747634790121
$SYS/broker/load/publish/sent/1min,34612.58,1747634790121
$SYS/broker/load/bytes/received/1min,1757219.49,1747634790121
$SYS/broker/load/bytes/sent/1min,1378179.28,1747634790121
$SYS/broker/load/sockets/1min,4.38,1747634790121
$SYS/broker/load/connections/1min,4.38,1747634790121
$SYS/broker/load/messages/received/5min,265727.60,1747634790121
$SYS/broker/load/messages/sent/5min,181465.61,1747634790122
$SYS/broker/load/publish/dropped/5min,39825.73,1747634790122
$SYS/broker/load/publish/received/5min,265703.97,1747634790122
$SYS/broker/load/publish/sent/5min,181437.73,1747634790122
$SYS/broker/load/bytes/received/5min,10527566.71,1747634790122
$SYS/broker/load/bytes/sent/5min,7161524.25,1747634790122
$SYS/broker/load/sockets/5min,5.10,1747634790122
$SYS/broker/load/connections/5min,5.10,1747634790122
$SYS/broker/load/messages/received/15min,259912.94,1747634790122
$SYS/broker/load/messages/sent/15min,141930.54,1747634790122
$SYS/broker/load/publish/dropped/15min,46459.14,1747634790122
$SYS/broker/load/publish/received/15min,259888.69,1747634790122
$SYS/broker/load/publish/sent/15min,141901.59,1747634790122
$SYS/broker/load/bytes/received/15min,10317992.55,1747634790123
$SYS/broker/load/bytes/sent/15min,5592783.37,1747634790123
$SYS/broker/load/sockets/15min,4.53,1747634790123
$SYS/broker/load/connections/15min,4.53,1747634790123
$SYS/broker/heap/current,100272,1747634790123
$SYS/broker/messages/received,52669458,1747634790123
$SYS/broker/messages/sent,17271370,1747634790123
$SYS/broker/publish/messages/received,52657296,1747634790123
$SYS/broker/publish/messages/sent,17258278,1747634790123
$SYS/broker/bytes/received,2103028457,1747634790123
$SYS/broker/bytes/sent,684299251,1747634790123
$SYS/broker/publish/bytes/received,1102227609,1747634790123
$SYS/broker/publish/bytes/sent,355814305,1747634790123
$SYS/broker/uptime,225720 seconds,1747634801145
$SYS/broker/load/messages/received/1min,36755.39,1747634801145
$SYS/broker/load/messages/sent/1min,28836.04,1747634801146
$SYS/broker/load/publish/dropped/1min,6304.76,1747634801146
$SYS/broker/load/publish/received/1min,36743.89,1747634801146
$SYS/broker/load/publish/sent/1min,28820.13,1747634801146
$SYS/broker/load/bytes/received/1min,1462868.73,1747634801146
$SYS/broker/load/bytes/sent/1min,1147469.33,1747634801146
$SYS/broker/load/sockets/1min,3.64,1747634801146
$SYS/broker/load/connections/1min,3.64,1747634801146
$SYS/broker/load/messages/received/5min,256160.72,1747634801146
$SYS/broker/load/messages/sent/5min,174933.95,1747634801146
$SYS/broker/load/publish/dropped/5min,38391.90,1747634801146
$SYS/broker/load/publish/received/5min,256137.94,1747634801146
$SYS/broker/load/publish/sent/5min,174906.68,1747634801146
$SYS/broker/load/bytes/received/5min,10148547.09,1747634801146
$SYS/broker/load/bytes/sent/5min,6903722.67,1747634801147
$SYS/broker/load/sockets/5min,4.92,1747634801147
$SYS/broker/load/connections/5min,4.92,1747634801147
$SYS/broker/load/messages/received/15min,256755.56,1747634801147
$SYS/broker/load/messages/sent/15min,140206.92,1747634801147
$SYS/broker/load/publish/dropped/15min,45894.77,1747634801147
$SYS/broker/load/publish/received/15min,256731.61,1747634801147
$SYS/broker/load/publish/sent/15min,140178.19,1747634801147
$SYS/broker/load/bytes/received/15min,10192651.29,1747634801147
$SYS/broker/load/bytes/sent/15min,5524853.90,1747634801147
$SYS/broker/load/sockets/15min,4.47,1747634801147
$SYS/broker/load/connections/15min,4.47,1747634801147
$SYS/broker/messages/sent,17271405,1747634801147
$SYS/broker/publish/messages/sent,17258312,1747634801147
$SYS/broker/bytes/sent,684300764,1747634801148
$SYS/broker/publish/bytes/sent,355814566,1747634801148
