topic,payload,recv_ts
$SYS/broker/load/messages/received/15min,241536.19,1747634856142
$SYS/broker/load/messages/sent/15min,131903.27,1747634856142
$SYS/broker/load/publish/dropped/15min,43174.07,1747634856143
$SYS/broker/load/publish/received/15min,241512.88,1747634856143
$SYS/broker/load/publish/sent/15min,131875.34,1747634856143
$SYS/broker/load/bytes/received/15min,9588444.51,1747634856143
$SYS/broker/load/bytes/sent/15min,5197627.68,1747634856143
$SYS/broker/load/sockets/15min,4.47,1747634856143
$SYS/broker/load/connections/15min,4.47,1747634856143
$SYS/broker/heap/current,100288,1747634856143
$SYS/broker/messages/received,52669480,1747634856143
$SYS/broker/messages/sent,17271621,1747634856143
$SYS/broker/publish/messages/received,52657306,1747634856143
$SYS/broker/publish/messages/sent,17258519,1747634856143
$SYS/broker/bytes/received,2103028868,1747634856143
$SYS/broker/bytes/sent,684309960,1747634856143
$SYS/broker/publish/bytes/received,1102227624,1747634856143
$SYS/broker/publish/bytes/sent,355816294,1747634856143
$SYS/broker/uptime,225786 seconds,1747634867165
$SYS/broker/load/messages/received/1min,12247.80,1747634867165
$SYS/broker/load/messages/sent/1min,9678.66,1747634867165
$SYS/broker/load/publish/dropped/1min,2098.67,1747634867166
$SYS/broker/load/publish/received/1min,12236.97,1747634867166
$SYS/broker/load/publish/sent/1min,9663.49,1747634867166
$SYS/broker/load/bytes/received/1min,487192.95,1747634867166
$SYS/broker/load/bytes/sent/1min,384803.65,1747634867166
$SYS/broker/load/sockets/1min,3.61,1747634867166
$SYS/broker/load/connections/1min,3.61,1747634867166
$SYS/broker/load/messages/received/5min,205577.73,1747634867166
$SYS/broker/load/messages/sent/5min,140411.36,1747634867166
$SYS/broker/load/publish/dropped/5min,30810.22,1747634867166
$SYS/broker/load/publish/received/5min,205557.30,1747634867166
$SYS/broker/load/publish/sent/5min,140386.59,1747634867166
$SYS/broker/load/bytes/received/5min,8144473.55,1747634867166
$SYS/broker/load/bytes/sent/5min,5541209.90,1747634867166
$SYS/broker/load/sockets/5min,4.66,1747634867166
$SYS/broker/load/connections/5min,4.66,1747634867166
$SYS/broker/load/messages/received/15min,238602.05,1747634867166
$SYS/broker/load/messages/sent/15min,130301.46,1747634867167
$SYS/broker/load/publish/dropped/15min,42649.59,1747634867167
$SYS/broker/load/publish/received/15min,238579.02,1747634867167
$SYS/broker/load/publish/sent/15min,130273.73,1747634867167
$SYS/broker/load/bytes/received/15min,9471965.67,1747634867167
$SYS/broker/load/bytes/sent/15min,5134498.50,1747634867167
$SYS/broker/load/sockets/15min,4.42,1747634867167
$SYS/broker/load/connections/15min,4.42,1747634867167
$SYS/broker/store/messages/bytes,334,1747634867167
$SYS/broker/messages/sent,17271657,1747634867167
$SYS/broker/publish/messages/sent,17258554,1747634867167
$SYS/broker/bytes/sent,684311506,1747634867167
$SYS/broker/publish/bytes/sent,355816552,1747634867167
$SYS/broker/uptime,225797 seconds,1747634878090
