topic,payload,recv_ts
$SYS/broker/load/messages/received/1min,25482.88,1747634823080
$SYS/broker/load/messages/sent/1min,20034.95,1747634823080
$SYS/broker/load/publish/dropped/1min,4369.45,1747634823080
$SYS/broker/load/publish/received/1min,25469.57,1747634823080
$SYS/broker/load/publish/sent/1min,20018.59,1747634823080
$SYS/broker/load/bytes/received/1min,1014014.45,1747634823080
$SYS/broker/load/bytes/sent/1min,797167.91,1747634823080
$SYS/broker/load/sockets/1min,4.35,1747634823080
$SYS/broker/load/connections/1min,4.35,1747634823080
$SYS/broker/load/messages/received/5min,238050.01,1747634823080
$SYS/broker/load/messages/sent/5min,162575.51,1747634823080
$SYS/broker/load/publish/dropped/5min,35677.25,1747634823080
$SYS/broker/load/publish/received/5min,238027.67,1747634823080
$SYS/broker/load/publish/sent/5min,162549.00,1747634823080
$SYS/broker/load/bytes/received/5min,9430993.87,1747634823080
$SYS/broker/load/bytes/sent/5min,6415984.14,1747634823080
$SYS/broker/load/sockets/5min,4.96,1747634823080
$SYS/broker/load/connections/5min,4.96,1747634823080
$SYS/broker/load/messages/received/15min,250556.13,1747634823080
$SYS/broker/load/messages/sent/15min,136824.90,1747634823080
$SYS/broker/load/publish/dropped/15min,44786.50,1747634823080
$SYS/broker/load/publish/received/15min,250532.36,1747634823080
$SYS/broker/load/publish/sent/15min,136796.47,1747634823081
$SYS/broker/load/bytes/received/15min,9946531.72,1747634823081
$SYS/broker/load/bytes/sent/15min,5391579.96,1747634823081
$SYS/broker/load/sockets/15min,4.50,1747634823081
$SYS/broker/load/connections/15min,4.50,1747634823081
$SYS/broker/messages/stored,42,1747634823081
$SYS/broker/store/messages/count,42,1747634823081
$SYS/broker/store/messages/bytes,335,1747634823081
$SYS/broker/retained messages/count,44,1747634823081
$SYS/broker/heap/current,100272,1747634823081
$SYS/broker/messages/received,52669469,1747634823081
$SYS/broker/messages/sent,17271494,1747634823081
$SYS/broker/publish/messages/received,52657301,1747634823081
$SYS/broker/publish/messages/sent,17258397,1747634823081
$SYS/broker/bytes/received,2103028662,1747634823081
$SYS/broker/bytes/sent,684304553,1747634823081
$SYS/broker/publish/bytes/received,1102227616,1747634823081
$SYS/broker/publish/bytes/sent,355815301,1747634823081
$SYS/broker/uptime,225753 seconds,1747634834105
$SYS/broker/load/messages/received/1min,21214.26,1747634834105
$SYS/broker/load/messages/sent/1min,16686.21,1747634834105
$SYS/broker/load/publish/dropped/1min,3637.53,1747634834105
$SYS/broker/load/publish/received/1min,21203.18,1747634834105
$SYS/broker/load/publish/sent/1min,16670.77,1747634834105
$SYS/broker/load/bytes/received/1min,844157.51,1747634834105
$SYS/broker/load/bytes/sent/1min,663782.82,1747634834105
$SYS/broker/load/sockets/1min,3.62,1747634834105
$SYS/broker/load/connections/1min,3.62,1747634834105
$SYS/broker/load/messages/received/5min,229479.59,1747634834106
$SYS/broker/load/messages/sent/5min,156723.94,1747634834106
$SYS/broker/load/publish/dropped/5min,34392.78,1747634834106
$SYS/broker/load/publish/received/5min,229458.05,1747634834106
$SYS/broker/load/publish/sent/5min,156697.99,1747634834106
$SYS/broker/load/bytes/received/5min,9091453.70,1747634834106
$SYS/broker/load/bytes/sent/5min,6185023.94,1747634834106
$SYS/broker/load/sockets/5min,4.78,1747634834106
$SYS/broker/load/connections/5min,4.78,1747634834106
$SYS/broker/load/messages/received/15min,247512.42,1747634834106
$SYS/broker/load/messages/sent/15min,135163.30,1747634834106
$SYS/broker/load/publish/dropped/15min,44242.44,1747634834106
$SYS/broker/load/publish/received/15min,247488.93,1747634834106
$SYS/broker/load/publish/sent/15min,135135.08,1747634834106
$SYS/broker/load/bytes/received/15min,9825702.90,1747634834106
$SYS/broker/load/bytes/sent/15min,5326094.68,1747634834106
$SYS/broker/load/sockets/15min,4.44,1747634834106
$SYS/broker/load/connections/15min,4.44,1747634834107
$SYS/broker/messages/stored,45,1747634834107
$SYS/broker/store/messages/count,45,1747634834107
$SYS/broker/store/messages/bytes,336,1747634834107
$SYS/broker/retained messages/count,45,1747634834107
$SYS/broker/messages/sent,17271533,1747634834107
$SYS/broker/publish/messages/sent,17258435,1747634834107
$SYS/broker/bytes/sent,684306213,1747634834107
$SYS/broker/publish/bytes/sent,355815567,1747634834107
