topic,payload,recv_ts
$SYS/broker/store/messages/bytes,347,1747634713125
$SYS/broker/retained messages/count,46,1747634713125
$SYS/broker/heap/current,100544,1747634713125
$SYS/broker/publish/messages/received,52657281,1747634713125
$SYS/broker/publish/messages/sent,17257957,1747634713125
$SYS/broker/publish/bytes/received,1102227585,1747634713126
$SYS/broker/publish/bytes/sent,355811638,1747634713126
$SYS/broker/bytes/received,2103027837,1747634713126
$SYS/broker/bytes/sent,684284886,1747634713126
$SYS/broker/uptime,225643 seconds,1747634724097
$SYS/broker/load/messages/received/1min,132590.41,1747634724097
$SYS/broker/load/messages/sent/1min,103756.99,1747634724098
$SYS/broker/load/publish/dropped/1min,22751.65,1747634724098
$SYS/broker/load/publish/received/1min,132574.13,1747634724098
$SYS/broker/load/publish/sent/1min,103737.43,1747634724098
$SYS/broker/load/bytes/received/1min,5278090.02,1747634724098
$SYS/broker/load/bytes/sent/1min,4130178.58,1747634724098
$SYS/broker/load/sockets/1min,4.49,1747634724098
$SYS/broker/load/connections/1min,4.49,1747634724098
$SYS/broker/load/messages/received/5min,331111.89,1747634724098
$SYS/broker/load/messages/sent/5min,226089.34,1747634724098
$SYS/broker/load/publish/dropped/5min,49625.92,1747634724098
$SYS/broker/load/publish/received/5min,331085.21,1747634724098
$SYS/broker/load/publish/sent/5min,226058.22,1747634724098
$SYS/broker/load/bytes/received/5min,13118060.40,1747634724098
$SYS/broker/load/bytes/sent/5min,8922701.40,1747634724098
$SYS/broker/load/sockets/5min,5.43,1747634724099
$SYS/broker/load/connections/5min,5.43,1747634724099
$SYS/broker/load/messages/received/15min,279687.97,1747634724099
$SYS/broker/load/messages/sent/15min,152720.57,1747634724099
$SYS/broker/load/publish/dropped/15min,49994.18,1747634724099
$SYS/broker/load/publish/received/15min,279662.71,1747634724099
$SYS/broker/load/publish/sent/15min,152690.53,1747634724099
$SYS/broker/load/bytes/received/15min,11103051.24,1747634724099
$SYS/broker/load/bytes/sent/15min,6017997.94,1747634724099
$SYS/broker/load/sockets/15min,4.59,1747634724099
$SYS/broker/load/connections/15min,4.59,1747634724099
$SYS/broker/messages/stored,45,1747634724099
$SYS/broker/store/messages/count,45,1747634724099
$SYS/broker/store/messages/bytes,345,1747634724099
$SYS/broker/retained messages/count,45,1747634724099
$SYS/broker/heap/current,100272,1747634724099
$SYS/broker/messages/received,52669436,1747634724100
$SYS/broker/messages/sent,17271123,1747634724100
$SYS/broker/publish/messages/received,52657286,1747634724100
$SYS/broker/publish/messages/sent,17258041,1747634724100
$SYS/broker/bytes/received,2103028045,1747634724100
$SYS/broker/bytes/sent,684288670,1747634724100
$SYS/broker/publish/bytes/received,1102227593,1747634724100
$SYS/broker/publish/bytes/sent,355812300,1747634724100
$SYS/broker/uptime,225654 seconds,1747634735123
$SYS/broker/load/messages/received/1min,110380.27,1747634735123
$SYS/broker/load/messages/sent/1min,86384.03,1747634735123
$SYS/broker/load/publish/dropped/1min,18940.54,1747634735123
$SYS/broker/load/publish/received/1min,110366.72,1747634735123
$SYS/broker/load/publish/sent/1min,86365.92,1747634735123
$SYS/broker/load/bytes/received/1min,4393960.39,1747634735123
$SYS/broker/load/bytes/sent/1min,3438482.92,1747634735124
$SYS/broker/load/sockets/1min,3.74,1747634735124
$SYS/broker/load/connections/1min,3.74,1747634735124
$SYS/broker/load/messages/received/5min,319191.01,1747634735124
$SYS/broker/load/messages/sent/5min,217951.11,1747634735124
$SYS/broker/load/publish/dropped/5min,47839.26,1747634735124
$SYS/broker/load/publish/received/5min,319165.29,1747634735124
$SYS/broker/load/publish/sent/5min,217920.72,1747634735124
$SYS/broker/load/bytes/received/5min,12645776.31,1747634735124
$SYS/broker/load/bytes/sent/5min,8601492.90,1747634735124
$SYS/broker/load/sockets/5min,5.23,1747634735124
$SYS/broker/load/connections/5min,5.23,1747634735124
$SYS/broker/load/messages/received/15min,276290.36,1747634735124
$SYS/broker/load/messages/sent/15min,150865.88,1747634735124
$SYS/broker/load/publish/dropped/15min,49386.86,1747634735124
$SYS/broker/load/publish/received/15min,276265.41,1747634735124
$SYS/broker/load/publish/sent/15min,150836.07,1747634735125
$SYS/broker/load/bytes/received/15min,10968173.21,1747634735125
$SYS/broker/load/bytes/sent/15min,5944903.03,1747634735125
$SYS/broker/load/sockets/15min,4.54,1747634735125
$SYS/broker/load/connections/15min,4.54,1747634735125
$SYS/broker/store/messages/bytes,343,1747634735125
$SYS/broker/messages/sent,17271159,1747634735125
$SYS/broker/publish/messages/sent,17258076,1747634735125
$SYS/broker/bytes/sent,684290225,1747634735125
$SYS/broker/publish/bytes/sent,355812567,1747634735125
